Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Naruto SD: Rock Lee no Seishun Full-Power Ninden,12979,7.16,46163,91801,288,"Action,Comedy",2012,spring
Shirokuma Cafe,12815,7.9,22420,90155,909,"Comedy,Slice of Life",2012,spring
Kimi to Boku. 2,11739,7.93,40602,85228,368,"Comedy,Drama,Romance,Slice of Life",2012,spring
AKB0048,12149,7.36,27668,59993,657,Sci-Fi,2012,spring
Lupin the Third: Mine Fujiko to Iu Onna,13203,7.77,22571,59879,460,"Action,Adventure,Award Winning,Comedy,Ecchi",2012,spring
Inazuma Eleven Go: Chrono Stone,13261,7.22,32825,54483,336,Sports,2012,spring
Phi Brain: Kami no Puzzle - Orpheus Order-hen,12753,7.27,21109,47243,41,"Action,Mystery",2012,spring
Saint Seiya Omega,12929,6.26,23547,47202,127,"Action,Adventure,Fantasy",2012,spring
Shining Hearts: Shiawase no Pan,12367,6.13,16535,42880,45,"Action,Fantasy",2012,spring
Natsu-iro Kiseki,12119,7.02,15089,42336,107,"Slice of Life,Supernatural",2012,spring
Queen's Blade: Rebellion,11859,6.27,13341,40942,59,"Action,Adventure,Fantasy,Ecchi",2012,spring
Saki Achiga-hen: Episode of Side-A,10884,7.32,15435,35533,129,Slice of Life,2012,spring
Recorder to Randoseru Re♪,13377,6.82,16701,29124,7,"Comedy,Slice of Life",2012,spring
Ginga e Kickoff!!,12875,7.21,11422,25889,125,Sports,2012,spring
Cardfight!! Vanguard: Asia Circuit-hen,13145,6.79,13399,24177,34,Action,2012,spring
Sengoku Collection,12611,6.42,7004,24038,34,Fantasy,2012,spring
Ozma,12677,6.09,6880,14921,7,"Action,Adventure,Sci-Fi",2012,spring
Metal Fight Beyblade Zero G,13231,6.02,7536,14026,15,"Adventure,Sports",2012,spring
Furusato Saisei: Nippon no Mukashibanashi,13163,6.92,2687,10577,25,Supernatural,2012,spring
Shiba Inuko-san,13141,5.7,3533,9485,11,Comedy,2012,spring
Kuromajo-san ga Tooru!!,13159,6.58,2469,9071,10,"Comedy,Slice of Life",2012,spring
Pretty Rhythm: Dear My Future,12863,6.66,3606,8739,30,Sports,2012,spring
Yurumates 3D,12123,6.31,3962,8120,6,"Comedy,Slice of Life",2012,spring
Gakkatsu!,13139,6.46,2722,7188,6,Comedy,2012,spring
Baku Tech! Bakugan,13143,5.89,1996,4271,4,Action,2012,spring
Jewelpet Kira☆Deco!,12963,6.87,1203,4043,16,Fantasy,2012,spring
Ninja Hattori-kun (2012),18845,6.57,1487,2604,1,Comedy,2012,spring
Arashi no Yoru ni: Himitsu no Tomodachi,13029,6.63,784,2595,6,"Adventure,Drama",2012,spring
Gon,7867,5.8,807,2091,5,"Action,Adventure",2012,spring
Duel Masters Victory V,21997,5.78,291,1102,1,"Action,Adventure,Comedy,Fantasy",2012,spring
Himitsukessha Taka no Tsume NEO,13431,5.92,133,578,1,Comedy,2012,spring
Sword Art Online,11757,7.2,2035192,2896041,66188,"Action,Adventure,Fantasy,Romance",2012,summer
Kokoro Connect,11887,7.75,404093,796678,7787,"Drama,Romance,Supernatural",2012,summer
Hagure Yuusha no Aesthetica,13161,6.75,210617,403660,1147,"Action,Fantasy,Ecchi",2012,summer
"Dakara Boku wa, H ga Dekinai.",12549,6.56,205641,400599,863,"Comedy,Romance,Supernatural,Ecchi",2012,summer
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,12293,6.94,204183,374079,1262,"Comedy,Fantasy,Romance,Ecchi",2012,summer
Oda Nobuna no Yabou,11933,7.39,141623,284941,1130,"Action,Comedy,Romance",2012,summer
Koi to Senkyo to Chocolate,12175,7.0,98597,237427,456,"Drama,Romance",2012,summer
Binbougami ga!,13535,7.68,107934,223258,1192,"Comedy,Supernatural",2012,summer
"Kono Naka ni Hitori, Imouto ga Iru!",13367,6.52,97267,203869,247,"Comedy,Mystery,Romance,Ecchi",2012,summer
Arcana Famiglia,12967,6.26,95926,199613,346,"Action,Fantasy,Romance",2012,summer
Kingdom,12031,7.94,68201,199322,1610,Action,2012,summer
Jinrui wa Suitai Shimashita,10357,7.73,59645,182940,1920,"Adventure,Comedy,Fantasy",2012,summer
Yuru Yuri♪♪,12403,7.83,98503,177627,932,"Comedy,Girls Love",2012,summer
Joshiraku,12679,7.46,44913,166721,715,Comedy,2012,summer
Tari Tari,13333,7.29,56626,156365,539,Slice of Life,2012,summer
Dog Days',11783,7.01,52865,101242,143,"Action,Adventure,Fantasy",2012,summer
Muv-Luv Alternative: Total Eclipse,11021,7.09,40176,92606,328,"Action,Sci-Fi",2012,summer
Kyoukaisenjou no Horizon II,12487,7.49,36015,80445,341,"Action,Fantasy,Sci-Fi",2012,summer
Natsuyuki Rendezvous,13585,7.27,32208,79848,254,"Drama,Romance,Supernatural",2012,summer
Pokemon Best Wishes! Season 2,14093,6.42,37404,64401,34,"Action,Adventure,Comedy,Fantasy",2012,summer
Hakuouki: Reimeiroku,13115,7.44,21630,55952,134,"Action,Drama,Supernatural",2012,summer
Chouyaku Hyakuninisshu: Uta Koi.,13349,7.45,8338,28343,112,"Comedy,Romance",2012,summer
Rinne no Lagrange Season 2,12281,6.96,12199,27951,17,"Action,Comedy,Sci-Fi",2012,summer
Moyashimon Returns,13409,7.21,12559,24538,17,"Comedy,Gourmet,Supernatural",2012,summer
Chitose Get You!!,14277,6.2,9573,20195,15,"Comedy,Romance",2012,summer
Tanken Driland,14333,6.56,1652,6235,17,"Adventure,Fantasy",2012,summer
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,14563,5.24,1753,5568,3,Comedy,2012,summer
Yurumates 3D Plus,14693,6.4,2622,4955,1,"Comedy,Slice of Life",2012,summer
Zhandou Wang Zhi Jufeng Zhan Hun,36423,6.23,387,908,22,Action,2012,summer
Psycho-Pass,13601,8.34,744168,1539408,37212,"Action,Sci-Fi,Suspense",2012,fall
JoJo no Kimyou na Bouken (TV),14719,7.9,984247,1526856,35142,"Action,Adventure,Supernatural",2012,fall
Chuunibyou demo Koi ga Shitai!,14741,7.71,737850,1280464,17241,"Comedy,Romance",2012,fall
Sakura-sou no Pet na Kanojo,13759,8.09,675809,1185729,25986,"Drama,Romance",2012,fall
Tonari no Kaibutsu-kun,14227,7.48,574397,1016897,5987,"Comedy,Romance",2012,fall
Magi: The Labyrinth of Magic,14513,8.02,525241,988677,8892,"Action,Adventure,Fantasy",2012,fall
Btooom!,14345,7.3,472849,820472,3326,"Action,Sci-Fi",2012,fall
Shinsekai yori,13125,8.29,266730,744937,21615,"Drama,Horror,Mystery,Sci-Fi,Supernatural",2012,fall
K,14467,7.44,367850,729627,6581,"Action,Mystery,Supernatural",2012,fall
Suki tte Ii na yo.,14289,7.42,340577,621403,4709,"Drama,Romance",2012,fall
Kamisama Hajimemashita,14713,8.09,313054,607600,13951,"Comedy,Fantasy,Romance",2012,fall
Zetsuen no Tempest,14075,7.92,253097,572213,6445,"Action,Drama,Fantasy,Mystery",2012,fall
Nekomonogatari: Kuro,15689,7.93,323695,527583,1195,"Comedy,Romance,Supernatural,Ecchi",2012,fall
To LOVE-Ru Darkness,13663,7.43,192328,353740,2093,"Comedy,Romance,Sci-Fi,Ecchi",2012,fall
Code:Breaker,11703,6.73,155259,318064,651,"Action,Comedy,Supernatural",2012,fall
Bakuman. 3rd Season,12365,8.54,186493,316863,2919,"Comedy,Drama,Romance",2012,fall
Gintama': Enchousen,15417,9.03,154102,301284,2929,"Action,Comedy,Sci-Fi",2012,fall
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,14199,6.45,132147,289578,453,"Comedy,Romance,Ecchi",2012,fall
Girls & Panzer,14131,7.52,140382,283028,5105,Action,2012,fall
Little Busters!,13655,7.49,104728,281714,1862,"Comedy,Drama,Supernatural",2012,fall
Jormungand: Perfect Order,13331,7.9,99454,181656,699,"Action,Adventure",2012,fall
Robotics;Notes,13599,7.32,73788,173127,571,"Drama,Mystery,Sci-Fi",2012,fall
Medaka Box Abnormal,14527,7.4,69258,137118,270,"Action,Comedy,Ecchi",2012,fall
Initial D Fifth Stage,15059,8.09,69839,133140,697,"Action,Drama",2012,fall
Ixion Saga DT,14765,7.15,45342,109458,358,"Action,Comedy,Fantasy",2012,fall
Teekyuu,15125,6.56,27070,63945,216,"Comedy,Sports",2012,fall
Hayate no Gotoku! Can't Take My Eyes Off You,14653,7.03,25473,54258,70,Comedy,2012,fall
Hiiro no Kakera 2,14645,7.17,24585,51601,133,"Fantasy,Romance,Supernatural",2012,fall
Aikatsu!,15061,7.44,13062,40754,845,Slice of Life,2012,fall
Yu☆Gi☆Oh! Zexal Second,15489,6.86,19830,37502,221,"Action,Fantasy",2012,fall
Busou Shinki,14237,6.3,13444,36605,40,"Action,Sci-Fi,Slice of Life",2012,fall
Hidamari Sketch x Honeycomb,11239,7.92,9840,22480,176,Comedy,2012,fall
Litchi DE Hikari Club,15045,5.17,5390,11977,16,"Comedy,Drama,Horror,Romance",2012,fall
Wooser no Sono Higurashi,15313,6.19,5388,11674,22,"Comedy,Fantasy,Slice of Life",2012,fall
Haitai Nanafa,15043,5.89,3589,10738,14,"Comedy,Supernatural",2012,fall
Juusen Battle Monsuno,13185,6.43,3476,8217,37,"Action,Adventure",2012,fall
Chousoku Henkei Gyrozetter,14989,6.44,1587,5352,17,Action,2012,fall
Cross Fight B-Daman eS,15547,6.45,1655,3304,14,,2012,fall
Battle Spirits: Sword Eyes,14913,6.59,732,2532,7,"Adventure,Fantasy",2012,fall
Oshiri Kajiri Mushi (TV),15545,5.03,586,1412,0,Comedy,2012,fall
Qin Shi Mingyue: Wanli Changcheng,15905,7.01,337,1309,10,"Action,Fantasy",2012,fall
Ikeike! Momon-chan,18133,5.44,414,863,0,Comedy,2012,fall
Tamagotchi! Yume Kira Dream,15865,6.02,126,653,0,Comedy,2012,fall
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,15315,7.45,299646,559425,3664,"Action,Comedy,Fantasy",2013,winter
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,14749,6.94,276814,526321,1779,"Comedy,Romance",2013,winter
Boku wa Tomodachi ga Sukunai Next,14967,7.3,311100,511973,1203,"Comedy,Romance,Ecchi",2013,winter
Maoyuu Maou Yuusha,14833,7.24,210559,458983,1402,"Adventure,Fantasy,Romance",2013,winter
Love Live! School Idol Project,15051,7.41,217629,430413,7903,Slice of Life,2013,winter
Tamako Market,16417,7.39,163780,398618,1506,Slice of Life,2013,winter
Kotoura-san,15379,7.17,169837,323922,1023,"Comedy,Drama,Romance",2013,winter
Amnesia,15085,6.0,144671,286199,1005,"Fantasy,Mystery,Romance",2013,winter
Chihayafuru 2,14397,8.39,123394,223337,1577,"Drama,Sports",2013,winter
GJ-bu,14811,7.3,74198,169025,740,"Comedy,Slice of Life",2013,winter
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,16005,7.48,58792,145408,434,"Action,Supernatural",2013,winter
Senran Kagura,15119,6.28,40438,130688,266,"Action,Comedy,Ecchi",2013,winter
Senyuu.,15751,7.29,51341,113219,605,"Action,Comedy,Fantasy",2013,winter
Hakkenden: Touhou Hakken Ibun,15613,7.4,42098,110940,682,"Action,Fantasy,Supernatural",2013,winter
Cuticle Tantei Inaba,15109,7.25,35850,100242,391,"Action,Comedy,Mystery,Supernatural",2013,winter
Sasami-san@Ganbaranai,14515,6.67,27333,80257,139,"Comedy,Romance,Supernatural",2013,winter
Yama no Susume,14355,6.83,28180,79922,159,"Adventure,Comedy,Slice of Life",2013,winter
Vividred Operation,14283,6.45,26769,64852,97,"Action,Sci-Fi,Ecchi",2013,winter
Minami-ke Tadaima,14511,7.65,24584,55531,81,"Comedy,Slice of Life",2013,winter
Pokemon Best Wishes! Season 2: Episode N,17115,6.66,24323,44192,29,"Action,Adventure,Comedy,Fantasy",2013,winter
AKB0048: Next Stage,14941,7.63,19322,35584,309,Sci-Fi,2013,winter
Mangirl!,14045,5.81,14172,31909,17,"Comedy,Slice of Life",2013,winter
D.C.III: Da Capo III,14827,6.51,11273,29471,37,"Drama,Romance,Ecchi",2013,winter
Choboraunyopomi Gekijou Ai Mai Mii,16169,5.81,13168,29464,38,"Comedy,Slice of Life",2013,winter
Dokidoki! Precure,16419,6.65,11165,24405,144,"Action,Fantasy",2013,winter
Cardfight!! Vanguard: Link Joker-hen,15611,7.14,11488,21699,79,Action,2013,winter
"Boku no Imouto wa ""Osaka Okan""",16405,5.75,8882,18991,6,"Comedy,Gourmet",2013,winter
Ishida to Asakura,16317,5.87,8005,13949,18,Comedy,2013,winter
Bakumatsu Gijinden Roman,16211,6.13,4328,10739,2,Fantasy,2013,winter
Chokkyuu Hyoudai Robot Anime: Straight Title,17127,5.67,865,2541,4,Comedy,2013,winter
gdgd Fairies 2,16726,6.88,1282,2536,24,"Comedy,Fantasy",2013,winter
Usavich V,16347,6.27,1096,2102,0,Comedy,2013,winter
Line Offline: Salaryman,16906,6.52,679,1990,4,Comedy,2013,winter
Gakkatsu! 2nd Season,17147,6.37,560,1925,1,Comedy,2013,winter
Beast Saga,15795,5.52,485,1580,3,"Action,Sci-Fi",2013,winter
Larva 2nd Season,31673,6.17,742,1325,3,Comedy,2013,winter
Kara The Animation,17141,5.18,177,1190,2,Action,2013,winter
Tenpou Suikoden Neo,17353,4.95,216,1108,3,,2013,winter
Shingeki no Kyojin,16498,8.53,2595062,3649835,159816,"Action,Award Winning,Drama,Suspense",2013,spring
Hataraku Maou-sama!,15809,7.76,906184,1475685,10875,"Comedy,Fantasy",2013,spring
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,14813,8.01,797682,1340659,27400,"Comedy,Romance",2013,spring
Date A Live,15583,7.17,552345,972393,9336,"Comedy,Romance,Sci-Fi",2013,spring
Hentai Ouji to Warawanai Neko.,15225,7.17,230127,434370,1678,"Comedy,Romance,Supernatural",2013,spring
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,13659,6.93,255441,420583,1202,"Comedy,Romance",2013,spring
Toaru Kagaku no Railgun S,16049,8.02,195374,369514,3709,"Action,Sci-Fi",2013,spring
Suisei no Gargantia,16524,7.46,170440,323847,1229,"Action,Adventure,Sci-Fi",2013,spring
Aku no Hana,16201,7.14,75267,209894,2952,"Drama,Romance",2013,spring
Karneval (TV),16035,7.09,87592,209450,1157,"Action,Fantasy,Mystery,Sci-Fi",2013,spring
Haiyore! Nyaruko-san W,15699,7.23,89629,175011,299,"Comedy,Sci-Fi",2013,spring
Kakumeiki Valvrave,16668,7.13,76023,163271,672,"Action,Sci-Fi",2013,spring
Devil Survivor 2 The Animation,16512,6.84,77851,163265,469,"Action,Supernatural",2013,spring
Photokano,16397,6.19,45203,120421,154,"Romance,Ecchi",2013,spring
Uta no☆Prince-sama♪ Maji Love 2000%,12711,7.19,54474,109287,539,"Comedy,Romance",2013,spring
Dansai Bunri no Crime Edge,16355,6.68,46094,108136,154,"Action,Fantasy,Romance",2013,spring
RDG: Red Data Girl,14921,6.56,47618,108063,224,"Drama,Fantasy,Romance",2013,spring
Yuyushiki,15911,7.36,38606,102962,617,Comedy,2013,spring
Hyakka Ryouran: Samurai Bride,15377,6.72,41533,95969,97,"Action,Comedy,Ecchi",2013,spring
Mushibugyou,17505,7.3,33760,87393,182,"Action,Fantasy,Ecchi",2013,spring
Aiura,17082,6.66,38334,84828,170,"Comedy,Slice of Life",2013,spring
Arata Kangatari,16518,6.44,32155,69914,61,"Adventure,Fantasy",2013,spring
Ginga Kikoutai Majestic Prince,15863,7.33,23281,53938,165,"Action,Sci-Fi",2013,spring
Inazuma Eleven Go: Galaxy,18097,6.63,26449,45339,100,Sports,2013,spring
Hayate no Gotoku! Cuties,16982,7.02,19459,43502,52,"Comedy,Romance",2013,spring
Pokemon Best Wishes! Season 2: Decolora Adventure,17873,6.28,22897,41610,22,"Action,Adventure,Comedy,Fantasy",2013,spring
Namiuchigiwa no Muromi-san,16910,6.93,17573,40441,52,"Comedy,Fantasy,Slice of Life",2013,spring
"Yondemasu yo, Azazel-san. Z",16241,7.55,19624,36383,59,"Comedy,Supernatural",2013,spring
Zettai Bouei Leviathan,17681,6.29,11034,27572,33,"Comedy,Fantasy",2013,spring
Pretty Rhythm: Rainbow Live,17249,7.55,4812,12506,175,Sports,2013,spring
Ketsuekigata-kun!,17731,6.48,5166,10883,17,Comedy,2013,spring
Sparrow's Hotel,17849,5.44,5124,9956,8,Comedy,2013,spring
Danball Senki Wars,17917,7.02,1952,4758,36,Action,2013,spring
DD Hokuto no Ken (2013),17705,6.49,1408,3991,11,,2013,spring
Haitai Nanafa 2nd Season,17727,5.86,1386,3893,1,"Comedy,Supernatural",2013,spring
Jewelpet Happiness,17497,7.05,994,3537,23,Fantasy,2013,spring
Baku Tech! Bakugan Gachi,21523,5.82,856,2112,0,Action,2013,spring
Mini Van,18391,6.75,753,2004,3,Comedy,2013,spring
Battle Spirits: Sword Eyes Gekitouden,19877,6.65,535,1831,1,"Adventure,Fantasy",2013,spring
Glass no Kamen desu ga,17707,5.37,316,1476,0,Comedy,2013,spring
Tanken Driland: 1000-nen no Mahou,17969,6.01,218,1367,0,"Adventure,Fantasy",2013,spring
Duel Masters Victory V3,21999,5.72,288,1134,2,"Action,Adventure,Comedy,Fantasy",2013,spring
Mazinger ZIP!,18365,5.4,249,1018,0,Comedy,2013,spring
Ba La La Xiao Mo Xian: Qiji Wubu,31965,5.78,247,980,2,Comedy,2013,spring
Dibetagurashi: Ahiru no Seikatsu,17733,5.72,227,959,1,"Comedy,Slice of Life",2013,spring
Glass no Kamen desu ga to Z,27621,5.89,175,903,1,Comedy,2013,spring
Line Town,18155,6.22,193,900,5,Comedy,2013,spring
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,16592,7.22,516683,892043,8071,"Horror,Mystery",2013,summer
High School DxD New,15451,7.48,567612,868416,4440,"Action,Comedy,Romance,Ecchi",2013,summer
Free!,18507,7.34,421753,763949,9376,Sports,2013,summer
Blood Lad,11633,7.26,347209,658800,2002,"Action,Comedy,Supernatural",2013,summer
Monogatari Series: Second Season,17074,8.77,340615,636914,22886,"Comedy,Mystery,Romance,Supernatural",2013,summer
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,16742,7.0,325091,621475,5269,Comedy,2013,summer
Kami nomi zo Shiru Sekai: Megami-hen,16706,8.01,186672,329638,2012,"Comedy,Romance,Supernatural",2013,summer
Gin no Saji,16918,8.09,125889,279211,2785,Comedy,2013,summer
Fate/kaleid liner Prisma☆Illya,14829,7.04,118792,262678,1002,"Action,Comedy,Fantasy",2013,summer
Kamisama no Inai Nichiyoubi,16009,7.3,91374,213734,870,"Adventure,Fantasy,Mystery",2013,summer
Servant x Service,18119,7.63,92211,211619,671,"Comedy,Slice of Life",2013,summer
Love Lab,16353,7.32,75353,194558,523,"Comedy,Romance",2013,summer
Gatchaman Crowds,18229,7.29,68552,179533,1216,"Adventure,Sci-Fi",2013,summer
Kiniro Mosaic,16732,7.23,67294,177345,865,"Comedy,Slice of Life",2013,summer
Brothers Conflict,15605,5.96,95192,176053,735,Romance,2013,summer
Uchouten Kazoku,17909,7.84,52329,160825,1464,"Award Winning,Comedy,Drama,Fantasy,Slice of Life",2013,summer
Choujigen Game Neptune The Animation,16157,6.93,59709,148151,1195,"Action,Comedy,Fantasy,Sci-Fi",2013,summer
Kimi no Iru Machi,17741,6.84,61145,146134,566,"Drama,Romance",2013,summer
Inu to Hasami wa Tsukaiyou,17831,6.54,67356,142370,270,"Comedy,Supernatural",2013,summer
Kingdom 2nd Season,17389,8.33,55573,114670,814,Action,2013,summer
Makai Ouji: Devils and Realist,16890,7.02,42231,112927,419,"Comedy,Fantasy,Mystery",2013,summer
Yami Shibai,19383,7.01,45453,102123,299,"Avant Garde,Horror,Supernatural",2013,summer
Rozen Maiden (2013),18041,7.33,31441,75237,228,"Action,Comedy,Drama",2013,summer
Hakkenden: Touhou Hakken Ibun 2nd Season,18055,7.62,28455,61288,202,"Action,Fantasy,Supernatural",2013,summer
Senki Zesshou Symphogear G,15793,7.46,27353,56944,518,"Action,Sci-Fi",2013,summer
Senyuu. 2,18523,7.43,32776,55672,103,"Action,Comedy,Fantasy",2013,summer
Stella Jogakuin Koutou-ka C³-bu,17821,6.53,21103,53053,75,Sports,2013,summer
Genei wo Kakeru Taiyou,17651,6.43,20110,52735,138,,2013,summer
Genshiken Nidaime,18465,7.43,22567,51116,114,"Comedy,Slice of Life",2013,summer
Kitaku-bu Katsudou Kiroku,18495,6.78,16949,48901,115,"Comedy,Slice of Life",2013,summer
Ro-Kyu-Bu! SS,16051,7.03,17808,36904,55,"Comedy,Sports,Ecchi",2013,summer
Teekyuu 2,18121,6.69,17648,30343,22,Comedy,2013,summer
Fantasista Doll,15883,6.17,10227,26412,19,"Fantasy,Sci-Fi",2013,summer
Recorder to Randoseru Mi☆,18099,6.62,12228,22604,7,"Comedy,Slice of Life",2013,summer
Tamayura: More Aggressive,15731,7.56,7134,19739,70,"Comedy,Drama,Slice of Life",2013,summer
Futari wa Milky Holmes,17267,5.79,4005,10480,11,"Comedy,Mystery",2013,summer
Gifuu Doudou!!: Kanetsugu to Keiji,18771,6.44,2621,7858,14,Action,2013,summer
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,19207,5.28,1069,3314,2,Comedy,2013,summer
Zinba,31427,6.5,624,1578,32,"Action,Adventure,Comedy",2013,summer
Lovely Movie: Itoshi no Muco,23897,6.37,307,1409,0,Slice of Life,2013,summer
Anisava,27757,5.58,286,759,0,"Comedy,Romance,Slice of Life",2013,summer
Fruity Samurai,30173,5.53,212,747,3,"Action,Comedy",2013,summer
Nyuru Nyuru!! Kakusen-kun,19305,5.68,132,709,1,Comedy,2013,summer
Kill la Kill,18679,8.04,902585,1628605,36378,"Action,Comedy,Ecchi",2013,fall
Kyoukai no Kanata,18153,7.73,526194,1106080,11607,"Action,Fantasy",2013,fall
Log Horizon,17265,7.93,554079,1063482,10070,"Action,Adventure,Fantasy",2013,fall
Golden Time,17895,7.74,512227,968015,12435,"Comedy,Drama,Romance",2013,fall
Kuroko no Basket 2nd Season,16894,8.22,511156,802539,4289,Sports,2013,fall
Magi: The Kingdom of Magic,18115,8.22,436763,801285,7545,"Action,Adventure,Fantasy",2013,fall
Strike the Blood,18277,7.05,301401,614849,2216,"Action,Fantasy,Supernatural,Ecchi",2013,fall
Nagi no Asu kara,16067,7.98,246017,577427,9335,"Drama,Fantasy,Romance",2013,fall
Tokyo Ravens,16011,7.44,212390,466350,1979,"Action,Romance,Supernatural",2013,fall
Non Non Biyori,17549,7.94,166209,404831,6066,Slice of Life,2013,fall
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",19221,7.17,208320,392158,1487,"Comedy,Romance",2013,fall
IS: Infinite Stratos 2,18247,6.47,219325,375951,512,"Action,Comedy,Sci-Fi,Ecchi",2013,fall
Outbreak Company,19369,7.2,172710,344020,876,"Comedy,Fantasy",2013,fall
Diabolik Lovers,17513,5.2,188313,330114,1680,,2013,fall
Machine-Doll wa Kizutsukanai,17247,7.06,152039,313814,665,"Action,Fantasy,Ecchi",2013,fall
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,18677,6.83,131037,292600,511,"Comedy,Fantasy,Romance,Ecchi",2013,fall
White Album 2,18245,7.62,106207,235658,3221,"Drama,Romance",2013,fall
Hajime no Ippo: Rising,19647,8.59,128690,233297,1145,Sports,2013,fall
Diamond no Ace,18689,8.11,109189,231664,4423,Sports,2013,fall
Yowamushi Pedal,18179,7.94,111091,222535,2277,Sports,2013,fall
Kyousou Giga (TV),19703,7.72,50706,180528,1915,"Action,Fantasy",2013,fall
Freezing Vibration,18001,6.73,85731,160681,197,"Action,Drama,Romance,Sci-Fi,Ecchi",2013,fall
Little Busters! Refrain,18195,8.19,74688,159527,2063,"Comedy,Drama,Romance,Supernatural",2013,fall
Pokemon XY,19291,7.36,98288,157659,523,"Action,Adventure,Comedy,Fantasy",2013,fall
Aoki Hagane no Arpeggio: Ars Nova,18893,7.35,67603,145706,923,"Action,Sci-Fi",2013,fall
Walkure Romanze,19151,6.31,52585,133510,161,"Romance,Sports,Ecchi",2013,fall
Samurai Flamenco,19365,6.88,47010,127239,862,"Action,Comedy",2013,fall
Yozakura Quartet: Hana no Uta,18497,7.46,36314,120699,424,"Action,Comedy,Supernatural",2013,fall
Coppelion,9479,6.47,51806,117094,214,"Action,Sci-Fi",2013,fall
Kakumeiki Valvrave 2nd Season,18295,7.26,51788,90831,199,"Action,Sci-Fi",2013,fall
BlazBlue: Alter Memory,18767,6.09,37282,86993,141,"Action,Fantasy",2013,fall
Gundam Build Fighters,19319,7.74,36842,71194,626,"Action,Sci-Fi",2013,fall
